UserID,UserNo,IP Address,Date Ended,Q1.1. CQC number,Q4.1. Number of Devices,Q7.1. Not enough tablet devices for staff to use for this purpose,Q7.2. Our tablet devices are not good enough (ie they're too old / slow / do not have the right features),Q7.3. Our tablets are reserved for - or locked down to - other things and cannot be used for remote consultations,(CQC)_Care home beds
140016123,16124,111.111.11.16134,44092,1-1000016123,4+,FALSE,TRUE,TRUE,22
140016124,16125,111.111.11.16135,44092,1-1000016124,2,TRUE,TRUE,FALSE,9
140016125,16126,111.111.11.16136,44092,1-1000016125,4+,TRUE,FALSE,FALSE,24
140016126,16127,111.111.11.16137,44092,1-1000016126,None,TRUE,FALSE,TRUE,75
140016127,16128,111.111.11.16138,44092,1-1000016127,4+,TRUE,FALSE,TRUE,82
140016128,16129,111.111.11.16139,44092,1-1000016128,4+,FALSE,FALSE,TRUE,84
140016129,16130,111.111.11.16140,44092,1-1000016129,None,TRUE,TRUE,FALSE,39
140016130,16131,111.111.11.16141,44092,1-1000016130,None,FALSE,TRUE,TRUE,41
140016131,16132,111.111.11.16142,44092,1-1000016131,2,TRUE,FALSE,TRUE,44
140016132,16133,111.111.11.16143,44092,1-1000016132,3,FALSE,FALSE,TRUE,10
140016133,16134,111.111.11.16144,44092,1-1000016133,3,TRUE,FALSE,FALSE,71
140016134,16135,111.111.11.16145,44092,1-1000016134,3,TRUE,FALSE,TRUE,79
140016135,16136,111.111.11.16146,44092,1-1000016135,1,TRUE,FALSE,TRUE,26
140016136,16137,111.111.11.16147,44092,1-1000016136,None,TRUE,FALSE,FALSE,51
140016137,16138,111.111.11.16148,44092,1-1000016137,2,FALSE,FALSE,TRUE,41
140016138,16139,111.111.11.16149,44092,1-1000016138,None,TRUE,TRUE,TRUE,28
140016139,16140,111.111.11.16150,44092,1-1000016139,3,TRUE,TRUE,TRUE,42
140016140,16141,111.111.11.16151,44092,1-1000016140,4+,FALSE,FALSE,FALSE,23
140016141,16142,111.111.11.16152,44092,1-1000016141,None,FALSE,TRUE,TRUE,23
140016142,16143,111.111.11.16153,44092,1-1000016142,3,FALSE,FALSE,TRUE,96
140016143,16144,111.111.11.16154,44092,1-1000016143,4+,FALSE,FALSE,TRUE,57
140016144,16145,111.111.11.16155,44092,1-1000016144,4+,FALSE,FALSE,FALSE,86
140016145,16146,111.111.11.16156,44092,1-1000016145,4+,FALSE,TRUE,FALSE,12
140016146,16147,111.111.11.16157,44092,1-1000016146,2,TRUE,FALSE,TRUE,17
140016147,16148,111.111.11.16158,44092,1-1000016147,1,TRUE,TRUE,TRUE,28
140016148,16149,111.111.11.16159,44092,1-1000016148,None,FALSE,TRUE,TRUE,79
140016149,16150,111.111.11.16160,44092,1-1000016149,2,FALSE,TRUE,FALSE,34
140016150,16151,111.111.11.16161,44092,1-1000016150,4+,FALSE,FALSE,TRUE,63
140016151,16152,111.111.11.16162,44092,1-1000016151,1,FALSE,TRUE,TRUE,39
140016152,16153,111.111.11.16163,44092,1-1000016152,3,TRUE,TRUE,FALSE,40
140016153,16154,111.111.11.16164,44092,1-1000016153,2,FALSE,FALSE,FALSE,40
140016154,16155,111.111.11.16165,44092,1-1000016154,None,TRUE,FALSE,TRUE,77
140016155,16156,111.111.11.16166,44092,1-1000016155,1,FALSE,TRUE,FALSE,83
140016156,16157,111.111.11.16167,44092,1-1000016156,4+,TRUE,FALSE,TRUE,24
140016157,16158,111.111.11.16168,44092,1-1000016157,2,FALSE,TRUE,FALSE,23
140016158,16159,111.111.11.16169,44092,1-1000016158,1,FALSE,TRUE,TRUE,29
140016159,16160,111.111.11.16170,44092,1-1000016159,None,FALSE,TRUE,FALSE,70
140016160,16161,111.111.11.16171,44092,1-1000016160,4+,FALSE,TRUE,FALSE,23
140016161,16162,111.111.11.16172,44092,1-1000016161,3,FALSE,TRUE,FALSE,12
140016162,16163,111.111.11.16173,44092,1-1000016162,4+,TRUE,FALSE,TRUE,23
140016163,16164,111.111.11.16174,44092,1-1000016163,2,FALSE,FALSE,FALSE,37
140016164,16165,111.111.11.16175,44092,1-1000016164,1,FALSE,TRUE,FALSE,25
140016165,16166,111.111.11.16176,44092,1-1000016165,4+,FALSE,FALSE,FALSE,46
140016166,16167,111.111.11.16177,44092,1-1000016166,3,FALSE,FALSE,TRUE,98
140016167,16168,111.111.11.16178,44092,1-1000016167,None,TRUE,FALSE,TRUE,22
140016168,16169,111.111.11.16179,44092,1-1000016168,1,FALSE,TRUE,TRUE,69
140016169,16170,111.111.11.16180,44092,1-1000016169,3,TRUE,TRUE,TRUE,5
140016170,16171,111.111.11.16181,44092,1-1000016170,1,FALSE,FALSE,TRUE,91
140016171,16172,111.111.11.16182,44092,1-1000016171,4+,FALSE,TRUE,TRUE,55
140016172,16173,111.111.11.16183,44092,1-1000016172,1,FALSE,TRUE,TRUE,4
140016173,16174,111.111.11.16184,44092,1-1000016173,None,FALSE,FALSE,FALSE,71
140016174,16175,111.111.11.16185,44092,1-1000016174,4+,FALSE,TRUE,FALSE,3
140016175,16176,111.111.11.16186,44092,1-1000016175,3,FALSE,TRUE,FALSE,1
140016176,16177,111.111.11.16187,44092,1-1000016176,4+,FALSE,FALSE,FALSE,25
140016177,16178,111.111.11.16188,44092,1-1000016177,2,FALSE,TRUE,TRUE,59
140016178,16179,111.111.11.16189,44092,1-1000016178,2,TRUE,TRUE,TRUE,75
140016179,16180,111.111.11.16190,44092,1-1000016179,None,TRUE,TRUE,FALSE,64
140016180,16181,111.111.11.16191,44092,1-1000016180,4+,FALSE,TRUE,FALSE,71
140016181,16182,111.111.11.16192,44092,1-1000016181,None,TRUE,FALSE,TRUE,70
140016182,16183,111.111.11.16193,44092,1-1000016182,4+,FALSE,TRUE,TRUE,17
140016183,16184,111.111.11.16194,44092,1-1000016183,3,TRUE,FALSE,TRUE,11
140016184,16185,111.111.11.16195,44092,1-1000016184,1,FALSE,FALSE,TRUE,71
140016185,16186,111.111.11.16196,44092,1-1000016185,2,TRUE,TRUE,FALSE,65
140016186,16187,111.111.11.16197,44092,1-1000016186,4+,FALSE,FALSE,TRUE,91
140016187,16188,111.111.11.16198,44092,1-1000016187,2,FALSE,FALSE,FALSE,68
140016188,16189,111.111.11.16199,44092,1-1000016188,2,TRUE,FALSE,FALSE,99
140016189,16190,111.111.11.16200,44092,1-1000016189,None,TRUE,FALSE,FALSE,98
140016190,16191,111.111.11.16201,44092,1-1000016190,1,FALSE,TRUE,FALSE,95
140016191,16192,111.111.11.16202,44092,1-1000016191,1,FALSE,TRUE,TRUE,65
140016192,16193,111.111.11.16203,44092,1-1000016192,3,FALSE,TRUE,FALSE,14
140016193,16194,111.111.11.16204,44092,1-1000016193,4+,FALSE,TRUE,FALSE,49
140016194,16195,111.111.11.16205,44092,1-1000016194,4+,TRUE,TRUE,FALSE,58
140016195,16196,111.111.11.16206,44092,1-1000016195,2,FALSE,TRUE,TRUE,17
140016196,16197,111.111.11.16207,44092,1-1000016196,4+,TRUE,FALSE,FALSE,89
140016197,16198,111.111.11.16208,44092,1-1000016197,1,TRUE,FALSE,FALSE,97
140016198,16199,111.111.11.16209,44092,1-1000016198,None,FALSE,TRUE,FALSE,8
140016199,16200,111.111.11.16210,44092,1-1000016199,4+,TRUE,FALSE,TRUE,29
140016200,16201,111.111.11.16211,44092,1-1000016200,2,TRUE,FALSE,FALSE,73
140016201,16202,111.111.11.16212,44092,1-1000016201,3,FALSE,TRUE,TRUE,34
140016202,16203,111.111.11.16213,44092,1-1000016202,None,FALSE,FALSE,TRUE,86
140016203,16204,111.111.11.16214,44092,1-1000016203,1,TRUE,FALSE,TRUE,23
140016204,16205,111.111.11.16215,44092,1-1000016204,3,TRUE,FALSE,FALSE,8
140016205,16206,111.111.11.16216,44092,1-1000016205,4+,FALSE,FALSE,TRUE,2
140016206,16207,111.111.11.16217,44092,1-1000016206,1,FALSE,TRUE,FALSE,27
140016207,16208,111.111.11.16218,44092,1-1000016207,None,FALSE,TRUE,TRUE,16
140016208,16209,111.111.11.16219,44092,1-1000016208,1,FALSE,FALSE,FALSE,57
140016209,16210,111.111.11.16220,44092,1-1000016209,3,TRUE,TRUE,TRUE,100
140016210,16211,111.111.11.16221,44092,1-1000016210,2,FALSE,TRUE,TRUE,39
140016211,16212,111.111.11.16222,44092,1-1000016211,1,FALSE,TRUE,TRUE,71
140016212,16213,111.111.11.16223,44092,1-1000016212,3,FALSE,TRUE,TRUE,16
140016213,16214,111.111.11.16224,44092,1-1000016213,3,FALSE,TRUE,TRUE,15
140016214,16215,111.111.11.16225,44092,1-1000016214,2,FALSE,FALSE,TRUE,36
140016215,16216,111.111.11.16226,44092,1-1000016215,1,FALSE,FALSE,FALSE,36
140016216,16217,111.111.11.16227,44092,1-1000016216,4+,TRUE,TRUE,TRUE,56
140016217,16218,111.111.11.16228,44092,1-1000016217,3,TRUE,TRUE,FALSE,88
140016218,16219,111.111.11.16229,44092,1-1000016218,1,FALSE,TRUE,TRUE,13
140016219,16220,111.111.11.16230,44092,1-1000016219,4+,TRUE,FALSE,FALSE,74
140016220,16221,111.111.11.16231,44092,1-1000016220,4+,FALSE,FALSE,TRUE,85
140016221,16222,111.111.11.16232,44092,1-1000016221,2,TRUE,TRUE,TRUE,26
140016222,16223,111.111.11.16233,44092,1-1000016222,None,TRUE,TRUE,TRUE,63
140016223,16224,111.111.11.16234,44092,1-1000016223,3,TRUE,TRUE,TRUE,35
140016224,16225,111.111.11.16235,44092,1-1000016224,3,TRUE,FALSE,FALSE,72
140016225,16226,111.111.11.16236,44092,1-1000016225,3,FALSE,TRUE,FALSE,82
140016226,16227,111.111.11.16237,44092,1-1000016226,1,FALSE,TRUE,FALSE,32
140016227,16228,111.111.11.16238,44092,1-1000016227,2,TRUE,TRUE,FALSE,75
140016228,16229,111.111.11.16239,44092,1-1000016228,3,FALSE,FALSE,FALSE,34
140016229,16230,111.111.11.16240,44092,1-1000016229,None,TRUE,TRUE,FALSE,72
140016230,16231,111.111.11.16241,44092,1-1000016230,1,FALSE,FALSE,FALSE,62
140016231,16232,111.111.11.16242,44092,1-1000016231,1,FALSE,TRUE,TRUE,13
140016232,16233,111.111.11.16243,44092,1-1000016232,2,TRUE,FALSE,TRUE,81
140016233,16234,111.111.11.16244,44092,1-1000016233,1,FALSE,TRUE,FALSE,52
140016234,16235,111.111.11.16245,44092,1-1000016234,3,FALSE,TRUE,FALSE,53
140016235,16236,111.111.11.16246,44092,1-1000016235,1,FALSE,TRUE,FALSE,79
140016236,16237,111.111.11.16247,44092,1-1000016236,None,TRUE,FALSE,TRUE,13
140016237,16238,111.111.11.16248,44092,1-1000016237,1,FALSE,TRUE,TRUE,26
140016238,16239,111.111.11.16249,44092,1-1000016238,4+,TRUE,TRUE,FALSE,27
140016239,16240,111.111.11.16250,44092,1-1000016239,3,TRUE,TRUE,FALSE,88
140016240,16241,111.111.11.16251,44092,1-1000016240,2,FALSE,FALSE,TRUE,17
140016241,16242,111.111.11.16252,44092,1-1000016241,2,TRUE,FALSE,FALSE,99
140016242,16243,111.111.11.16253,44092,1-1000016242,3,TRUE,FALSE,FALSE,2
140016243,16244,111.111.11.16254,44092,1-1000016243,2,FALSE,FALSE,FALSE,27
140016244,16245,111.111.11.16255,44092,1-1000016244,4+,TRUE,FALSE,FALSE,19
140016245,16246,111.111.11.16256,44092,1-1000016245,None,FALSE,FALSE,TRUE,2
140016246,16247,111.111.11.16257,44092,1-1000016246,4+,TRUE,FALSE,TRUE,86
140016247,16248,111.111.11.16258,44092,1-1000016247,1,FALSE,FALSE,TRUE,7
140016248,16249,111.111.11.16259,44092,1-1000016248,4+,FALSE,FALSE,FALSE,34
140016249,16250,111.111.11.16260,44092,1-1000016249,1,FALSE,TRUE,FALSE,71
140016250,16251,111.111.11.16261,44092,1-1000016250,4+,TRUE,TRUE,TRUE,92
140016251,16252,111.111.11.16262,44092,1-1000016251,None,TRUE,TRUE,TRUE,88
140016252,16253,111.111.11.16263,44092,1-1000016252,3,FALSE,FALSE,FALSE,64
140016253,16254,111.111.11.16264,44092,1-1000016253,2,TRUE,TRUE,FALSE,16
140016254,16255,111.111.11.16265,44092,1-1000016254,3,FALSE,TRUE,TRUE,26
140016255,16256,111.111.11.16266,44092,1-1000016255,4+,FALSE,TRUE,FALSE,82
140016256,16257,111.111.11.16267,44092,1-1000016256,1,FALSE,FALSE,TRUE,40
140016257,16258,111.111.11.16268,44092,1-1000016257,1,TRUE,TRUE,FALSE,49
140016258,16259,111.111.11.16269,44092,1-1000016258,None,FALSE,FALSE,FALSE,73
140016259,16260,111.111.11.16270,44092,1-1000016259,1,FALSE,TRUE,TRUE,96
140016260,16261,111.111.11.16271,44092,1-1000016260,2,TRUE,FALSE,TRUE,28
140016261,16262,111.111.11.16272,44092,1-1000016261,None,FALSE,TRUE,TRUE,46
140016262,16263,111.111.11.16273,44092,1-1000016262,1,FALSE,FALSE,FALSE,44
140016263,16264,111.111.11.16274,44092,1-1000016263,4+,FALSE,TRUE,FALSE,98
140016264,16265,111.111.11.16275,44092,1-1000016264,4+,TRUE,TRUE,TRUE,39
140016265,16266,111.111.11.16276,44092,1-1000016265,4+,FALSE,TRUE,FALSE,27
140016266,16267,111.111.11.16277,44092,1-1000016266,1,TRUE,FALSE,TRUE,91
140016267,16268,111.111.11.16278,44092,1-1000016267,1,FALSE,TRUE,TRUE,14
140016268,16269,111.111.11.16279,44092,1-1000016268,2,FALSE,FALSE,TRUE,14
140016269,16270,111.111.11.16280,44092,1-1000016269,4+,FALSE,FALSE,TRUE,70
140016270,16271,111.111.11.16281,44092,1-1000016270,4+,FALSE,TRUE,TRUE,31
140016271,16272,111.111.11.16282,44092,1-1000016271,None,TRUE,TRUE,FALSE,41
140016272,16273,111.111.11.16283,44092,1-1000016272,2,TRUE,TRUE,FALSE,4
140016273,16274,111.111.11.16284,44092,1-1000016273,3,TRUE,FALSE,FALSE,24
140016274,16275,111.111.11.16285,44092,1-1000016274,1,TRUE,FALSE,TRUE,7
140016275,16276,111.111.11.16286,44092,1-1000016275,4+,TRUE,FALSE,FALSE,29
140016276,16277,111.111.11.16287,44092,1-1000016276,4+,TRUE,FALSE,FALSE,16
140016277,16278,111.111.11.16288,44092,1-1000016277,None,FALSE,FALSE,TRUE,36
140016278,16279,111.111.11.16289,44092,1-1000016278,2,FALSE,FALSE,TRUE,45
140016279,16280,111.111.11.16290,44092,1-1000016279,3,FALSE,FALSE,TRUE,89
140016280,16281,111.111.11.16291,44092,1-1000016280,None,FALSE,FALSE,TRUE,47
140016281,16282,111.111.11.16292,44092,1-1000016281,4+,TRUE,TRUE,FALSE,99
140016282,16283,111.111.11.16293,44092,1-1000016282,None,TRUE,FALSE,FALSE,51
140016283,16284,111.111.11.16294,44092,1-1000016283,3,FALSE,FALSE,FALSE,29
140016284,16285,111.111.11.16295,44092,1-1000016284,4+,FALSE,FALSE,FALSE,10
140016285,16286,111.111.11.16296,44092,1-1000016285,3,FALSE,FALSE,FALSE,63
140016286,16287,111.111.11.16297,44092,1-1000016286,4+,TRUE,TRUE,FALSE,29
140016287,16288,111.111.11.16298,44092,1-1000016287,None,TRUE,TRUE,TRUE,16
140016288,16289,111.111.11.16299,44092,1-1000016288,None,TRUE,FALSE,FALSE,78
140016289,16290,111.111.11.16300,44092,1-1000016289,2,FALSE,TRUE,TRUE,35
140016290,16291,111.111.11.16301,44092,1-1000016290,3,FALSE,TRUE,FALSE,48
140016291,16292,111.111.11.16302,44092,1-1000016291,4+,TRUE,FALSE,TRUE,70
140016292,16293,111.111.11.16303,44092,1-1000016292,None,FALSE,TRUE,TRUE,56
140016293,16294,111.111.11.16304,44092,1-1000016293,3,FALSE,FALSE,FALSE,80
140016294,16295,111.111.11.16305,44092,1-1000016294,3,TRUE,TRUE,FALSE,17
140016295,16296,111.111.11.16306,44092,1-1000016295,1,TRUE,FALSE,TRUE,30
140016296,16297,111.111.11.16307,44092,1-1000016296,4+,TRUE,TRUE,FALSE,97
140016297,16298,111.111.11.16308,44092,1-1000016297,3,FALSE,TRUE,FALSE,62
140016298,16299,111.111.11.16309,44092,1-1000016298,4+,TRUE,FALSE,FALSE,62
140016299,16300,111.111.11.16310,44092,1-1000016299,None,TRUE,TRUE,TRUE,39
140016300,16301,111.111.11.16311,44092,1-1000016300,2,FALSE,FALSE,TRUE,13
140016301,16302,111.111.11.16312,44092,1-1000016301,None,TRUE,FALSE,FALSE,40
140016302,16303,111.111.11.16313,44092,1-1000016302,4+,FALSE,TRUE,FALSE,5
140016303,16304,111.111.11.16314,44092,1-1000016303,3,TRUE,TRUE,FALSE,83
140016304,16305,111.111.11.16315,44092,1-1000016304,2,FALSE,TRUE,FALSE,54
140016305,16306,111.111.11.16316,44092,1-1000016305,1,FALSE,TRUE,TRUE,28
140016306,16307,111.111.11.16317,44092,1-1000016306,3,FALSE,FALSE,FALSE,39
140016307,16308,111.111.11.16318,44092,1-1000016307,4+,TRUE,FALSE,TRUE,63
140016308,16309,111.111.11.16319,44092,1-1000016308,1,TRUE,FALSE,FALSE,0
140016309,16310,111.111.11.16320,44092,1-1000016309,1,FALSE,TRUE,TRUE,44
140016310,16311,111.111.11.16321,44092,1-1000016310,4+,TRUE,FALSE,TRUE,27
140016311,16312,111.111.11.16322,44092,1-1000016311,1,TRUE,TRUE,FALSE,76
140016312,16313,111.111.11.16323,44092,1-1000016312,2,TRUE,TRUE,TRUE,83
140016313,16314,111.111.11.16324,44092,1-1000016313,3,FALSE,TRUE,TRUE,20
140016314,16315,111.111.11.16325,44092,1-1000016314,3,FALSE,TRUE,FALSE,64
140016315,16316,111.111.11.16326,44092,1-1000016315,None,FALSE,TRUE,FALSE,100
140016316,16317,111.111.11.16327,44092,1-1000016316,4+,TRUE,FALSE,FALSE,95
140016317,16318,111.111.11.16328,44092,1-1000016317,4+,FALSE,FALSE,FALSE,23
140016318,16319,111.111.11.16329,44092,1-1000016318,1,FALSE,TRUE,TRUE,91
140016319,16320,111.111.11.16330,44092,1-1000016319,3,TRUE,TRUE,FALSE,28
140016320,16321,111.111.11.16331,44092,1-1000016320,1,TRUE,TRUE,TRUE,13
140016321,16322,111.111.11.16332,44092,1-1000016321,2,FALSE,FALSE,TRUE,75
140016322,16323,111.111.11.16333,44092,1-1000016322,2,TRUE,FALSE,FALSE,15
140016323,16324,111.111.11.16334,44092,1-1000016323,2,FALSE,TRUE,TRUE,22
140016324,16325,111.111.11.16335,44092,1-1000016324,2,FALSE,FALSE,TRUE,39
140016325,16326,111.111.11.16336,44092,1-1000016325,3,FALSE,TRUE,TRUE,59
140016326,16327,111.111.11.16337,44092,1-1000016326,None,TRUE,TRUE,TRUE,6
140016327,16328,111.111.11.16338,44092,1-1000016327,3,FALSE,FALSE,TRUE,39
140016328,16329,111.111.11.16339,44092,1-1000016328,3,FALSE,TRUE,FALSE,77
140016329,16330,111.111.11.16340,44092,1-1000016329,None,TRUE,FALSE,TRUE,70
140016330,16331,111.111.11.16341,44092,1-1000016330,2,FALSE,FALSE,FALSE,25
140016331,16332,111.111.11.16342,44092,1-1000016331,1,FALSE,TRUE,TRUE,82
140016332,16333,111.111.11.16343,44092,1-1000016332,2,FALSE,FALSE,TRUE,45
140016333,16334,111.111.11.16344,44092,1-1000016333,3,FALSE,TRUE,FALSE,58
140016334,16335,111.111.11.16345,44092,1-1000016334,None,TRUE,FALSE,FALSE,86
140016335,16336,111.111.11.16346,44092,1-1000016335,None,FALSE,TRUE,FALSE,21
140016336,16337,111.111.11.16347,44092,1-1000016336,4+,FALSE,FALSE,TRUE,11
140016337,16338,111.111.11.16348,44092,1-1000016337,None,FALSE,FALSE,TRUE,23
140016338,16339,111.111.11.16349,44092,1-1000016338,4+,FALSE,TRUE,TRUE,36
140016339,16340,111.111.11.16350,44092,1-1000016339,2,TRUE,FALSE,FALSE,49
140016340,16341,111.111.11.16351,44092,1-1000016340,3,FALSE,FALSE,FALSE,54
140016341,16342,111.111.11.16352,44092,1-1000016341,3,FALSE,TRUE,TRUE,98
140016342,16343,111.111.11.16353,44092,1-1000016342,None,TRUE,FALSE,TRUE,15
140016343,16344,111.111.11.16354,44092,1-1000016343,4+,FALSE,TRUE,TRUE,6
140016344,16345,111.111.11.16355,44092,1-1000016344,4+,TRUE,FALSE,FALSE,1
140016345,16346,111.111.11.16356,44092,1-1000016345,1,FALSE,TRUE,FALSE,77
140016346,16347,111.111.11.16357,44092,1-1000016346,2,FALSE,FALSE,FALSE,11
140016347,16348,111.111.11.16358,44092,1-1000016347,3,TRUE,FALSE,FALSE,14
140016348,16349,111.111.11.16359,44092,1-1000016348,4+,TRUE,TRUE,FALSE,54
140016349,16350,111.111.11.16360,44092,1-1000016349,None,FALSE,TRUE,FALSE,69
140016350,16351,111.111.11.16361,44092,1-1000016350,2,FALSE,FALSE,TRUE,17
140016351,16352,111.111.11.16362,44092,1-1000016351,1,FALSE,TRUE,FALSE,33
140016352,16353,111.111.11.16363,44092,1-1000016352,4+,TRUE,TRUE,TRUE,85
140016353,16354,111.111.11.16364,44092,1-1000016353,1,TRUE,TRUE,FALSE,82
140016354,16355,111.111.11.16365,44092,1-1000016354,1,FALSE,TRUE,FALSE,70
140016355,16356,111.111.11.16366,44092,1-1000016355,4+,TRUE,TRUE,TRUE,54
140016356,16357,111.111.11.16367,44092,1-1000016356,3,FALSE,FALSE,FALSE,72
140016357,16358,111.111.11.16368,44092,1-1000016357,None,FALSE,TRUE,FALSE,33
140016358,16359,111.111.11.16369,44092,1-1000016358,2,TRUE,TRUE,FALSE,72
140016359,16360,111.111.11.16370,44092,1-1000016359,4+,TRUE,FALSE,FALSE,55
140016360,16361,111.111.11.16371,44092,1-1000016360,None,FALSE,FALSE,TRUE,87
140016361,16362,111.111.11.16372,44092,1-1000016361,4+,FALSE,FALSE,FALSE,39
140016362,16363,111.111.11.16373,44092,1-1000016362,None,TRUE,TRUE,TRUE,12
140016363,16364,111.111.11.16374,44092,1-1000016363,1,FALSE,TRUE,FALSE,47
140016364,16365,111.111.11.16375,44092,1-1000016364,3,FALSE,FALSE,TRUE,34
140016365,16366,111.111.11.16376,44092,1-1000016365,None,TRUE,FALSE,TRUE,65
140016366,16367,111.111.11.16377,44092,1-1000016366,2,TRUE,TRUE,FALSE,87
140016367,16368,111.111.11.16378,44092,1-1000016367,3,TRUE,FALSE,FALSE,84
140016368,16369,111.111.11.16379,44092,1-1000016368,4+,FALSE,TRUE,FALSE,62
140016369,16370,111.111.11.16380,44092,1-1000016369,None,FALSE,TRUE,FALSE,54
140016370,16371,111.111.11.16381,44092,1-1000016370,3,FALSE,TRUE,TRUE,3
140016371,16372,111.111.11.16382,44092,1-1000016371,4+,TRUE,TRUE,TRUE,82
140016372,16373,111.111.11.16383,44092,1-1000016372,2,FALSE,TRUE,FALSE,80
140016373,16374,111.111.11.16384,44092,1-1000016373,3,FALSE,FALSE,FALSE,58
140016374,16375,111.111.11.16385,44092,1-1000016374,None,TRUE,TRUE,TRUE,28
140016375,16376,111.111.11.16386,44092,1-1000016375,4+,FALSE,TRUE,FALSE,65
140016376,16377,111.111.11.16387,44092,1-1000016376,None,TRUE,TRUE,TRUE,2
140016377,16378,111.111.11.16388,44092,1-1000016377,None,TRUE,FALSE,FALSE,34
140016378,16379,111.111.11.16389,44092,1-1000016378,4+,FALSE,FALSE,FALSE,78
140016379,16380,111.111.11.16390,44092,1-1000016379,4+,FALSE,TRUE,TRUE,57
140016380,16381,111.111.11.16391,44092,1-1000016380,4+,FALSE,FALSE,FALSE,75
140016381,16382,111.111.11.16392,44092,1-1000016381,None,TRUE,FALSE,FALSE,50
140016382,16383,111.111.11.16393,44092,1-1000016382,1,FALSE,FALSE,FALSE,17
140016383,16384,111.111.11.16394,44092,1-1000016383,4+,FALSE,TRUE,FALSE,53
140016384,16385,111.111.11.16395,44092,1-1000016384,None,TRUE,TRUE,TRUE,56
140016385,16386,111.111.11.16396,44092,1-1000016385,None,FALSE,TRUE,FALSE,34
140016386,16387,111.111.11.16397,44092,1-1000016386,None,FALSE,FALSE,FALSE,3
140016387,16388,111.111.11.16398,44092,1-1000016387,1,TRUE,FALSE,FALSE,80
140016388,16389,111.111.11.16399,44092,1-1000016388,1,FALSE,TRUE,TRUE,7
140016389,16390,111.111.11.16400,44092,1-1000016389,2,FALSE,FALSE,FALSE,98
140016390,16391,111.111.11.16401,44092,1-1000016390,2,FALSE,FALSE,FALSE,40
140016391,16392,111.111.11.16402,44092,1-1000016391,1,TRUE,FALSE,TRUE,48
140016392,16393,111.111.11.16403,44092,1-1000016392,2,FALSE,TRUE,TRUE,56
140016393,16394,111.111.11.16404,44092,1-1000016393,2,TRUE,TRUE,FALSE,89
140016394,16395,111.111.11.16405,44092,1-1000016394,3,FALSE,FALSE,TRUE,83
140016395,16396,111.111.11.16406,44092,1-1000016395,3,FALSE,TRUE,TRUE,22
140016396,16397,111.111.11.16407,44092,1-1000016396,1,TRUE,FALSE,FALSE,51
140016397,16398,111.111.11.16408,44092,1-1000016397,2,FALSE,TRUE,FALSE,75
140016398,16399,111.111.11.16409,44092,1-1000016398,4+,FALSE,TRUE,FALSE,48
140016399,16400,111.111.11.16410,44092,1-1000016399,None,TRUE,FALSE,FALSE,93
140016400,16401,111.111.11.16411,44092,1-1000016400,2,TRUE,FALSE,FALSE,86
140016401,16402,111.111.11.16412,44092,1-1000016401,1,FALSE,FALSE,FALSE,78
140016402,16403,111.111.11.16413,44092,1-1000016402,2,FALSE,FALSE,TRUE,88
140016403,16404,111.111.11.16414,44092,1-1000016403,4+,TRUE,TRUE,TRUE,73
140016404,16405,111.111.11.16415,44092,1-1000016404,4+,FALSE,FALSE,TRUE,56
140016405,16406,111.111.11.16416,44092,1-1000016405,4+,TRUE,FALSE,TRUE,67
140016406,16407,111.111.11.16417,44092,1-1000016406,None,FALSE,TRUE,FALSE,24
140016407,16408,111.111.11.16418,44092,1-1000016407,4+,TRUE,FALSE,FALSE,91
140016408,16409,111.111.11.16419,44092,1-1000016408,1,TRUE,TRUE,TRUE,89
140016409,16410,111.111.11.16420,44092,1-1000016409,None,FALSE,TRUE,TRUE,96
140016410,16411,111.111.11.16421,44092,1-1000016410,2,FALSE,TRUE,FALSE,65
140016411,16412,111.111.11.16422,44092,1-1000016411,1,FALSE,TRUE,FALSE,16
140016412,16413,111.111.11.16423,44092,1-1000016412,2,TRUE,TRUE,FALSE,65
140016413,16414,111.111.11.16424,44092,1-1000016413,4+,FALSE,FALSE,TRUE,43
140016414,16415,111.111.11.16425,44092,1-1000016414,2,TRUE,TRUE,FALSE,44
140016415,16416,111.111.11.16426,44092,1-1000016415,4+,FALSE,FALSE,FALSE,40
140016416,16417,111.111.11.16427,44092,1-1000016416,4+,FALSE,TRUE,TRUE,77
140016417,16418,111.111.11.16428,44092,1-1000016417,2,FALSE,FALSE,TRUE,23
140016418,16419,111.111.11.16429,44092,1-1000016418,4+,FALSE,TRUE,FALSE,45
140016419,16420,111.111.11.16430,44092,1-1000016419,1,TRUE,FALSE,FALSE,88
140016420,16421,111.111.11.16431,44092,1-1000016420,None,TRUE,TRUE,TRUE,99
140016421,16422,111.111.11.16432,44092,1-1000016421,None,TRUE,FALSE,TRUE,94
140016422,16423,111.111.11.16433,44092,1-1000016422,None,FALSE,TRUE,TRUE,24
140016423,16424,111.111.11.16434,44092,1-1000016423,1,FALSE,FALSE,FALSE,73
140016424,16425,111.111.11.16435,44092,1-1000016424,1,TRUE,TRUE,TRUE,15
140016425,16426,111.111.11.16436,44092,1-1000016425,3,TRUE,FALSE,FALSE,36
140016426,16427,111.111.11.16437,44092,1-1000016426,4+,TRUE,FALSE,TRUE,80
140016427,16428,111.111.11.16438,44092,1-1000016427,1,FALSE,FALSE,FALSE,60
