UserID,UserNo,IP Address,Date Ended,Q1.1. CQC number,Q7.1. Not enough tablet devices for staff to use for this purpose,"Q7.2. Our tablet devices are not good enough (ie they're too old / slow / do not have the right features)",Q7.3. Our tablets are reserved for - or locked down to - other things and cannot be used for remote consultations,(CQC)_Care home beds,(survey)_Q4.1. Current number of devices,Flag 1,Flag 2,Flag 3,Flag 4,Flag 5,Flag 6,Priority,Number of iPads
140015574,15575,111.111.11.15585,44092,1-1000015574,FALSE,FALSE,FALSE,2,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015575,15576,111.111.11.15586,44092,1-1000015575,FALSE,TRUE,TRUE,10,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015576,15577,111.111.11.15587,44092,1-1000015576,FALSE,FALSE,TRUE,95,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015577,15578,111.111.11.15588,44092,1-1000015577,FALSE,TRUE,TRUE,48,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015578,15579,111.111.11.15589,44092,1-1000015578,FALSE,TRUE,TRUE,86,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015579,15580,111.111.11.15590,44092,1-1000015579,TRUE,FALSE,TRUE,46,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015580,15581,111.111.11.15591,44092,1-1000015580,FALSE,FALSE,TRUE,100,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015581,15582,111.111.11.15592,44092,1-1000015581,FALSE,TRUE,FALSE,25,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015582,15583,111.111.11.15593,44092,1-1000015582,FALSE,FALSE,FALSE,12,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015583,15584,111.111.11.15594,44092,1-1000015583,TRUE,FALSE,TRUE,11,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015584,15585,111.111.11.15595,44092,1-1000015584,FALSE,FALSE,TRUE,36,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015585,15586,111.111.11.15596,44092,1-1000015585,TRUE,FALSE,TRUE,75,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015586,15587,111.111.11.15597,44092,1-1000015586,TRUE,TRUE,FALSE,77,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015587,15588,111.111.11.15598,44092,1-1000015587,FALSE,TRUE,FALSE,11,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015588,15589,111.111.11.15599,44092,1-1000015588,FALSE,FALSE,FALSE,53,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015589,15590,111.111.11.15600,44092,1-1000015589,TRUE,FALSE,TRUE,48,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015590,15591,111.111.11.15601,44092,1-1000015590,FALSE,FALSE,TRUE,3,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015591,15592,111.111.11.15602,44092,1-1000015591,TRUE,FALSE,TRUE,66,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015592,15593,111.111.11.15603,44092,1-1000015592,TRUE,TRUE,TRUE,98,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015593,15594,111.111.11.15604,44092,1-1000015593,FALSE,FALSE,FALSE,73,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015594,15595,111.111.11.15605,44092,1-1000015594,FALSE,FALSE,TRUE,84,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015595,15596,111.111.11.15606,44092,1-1000015595,FALSE,FALSE,TRUE,99,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015596,15597,111.111.11.15607,44092,1-1000015596,FALSE,FALSE,TRUE,89,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015597,15598,111.111.11.15608,44092,1-1000015597,TRUE,FALSE,FALSE,60,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015598,15599,111.111.11.15609,44092,1-1000015598,TRUE,TRUE,TRUE,7,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015599,15600,111.111.11.15610,44092,1-1000015599,TRUE,TRUE,FALSE,42,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015600,15601,111.111.11.15611,44092,1-1000015600,FALSE,FALSE,FALSE,17,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015601,15602,111.111.11.15612,44092,1-1000015601,TRUE,TRUE,TRUE,22,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015602,15603,111.111.11.15613,44092,1-1000015602,FALSE,TRUE,FALSE,2,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015603,15604,111.111.11.15614,44092,1-1000015603,FALSE,TRUE,FALSE,98,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015604,15605,111.111.11.15615,44092,1-1000015604,TRUE,TRUE,TRUE,89,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015605,15606,111.111.11.15616,44092,1-1000015605,TRUE,TRUE,TRUE,51,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015606,15607,111.111.11.15617,44092,1-1000015606,TRUE,TRUE,TRUE,69,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015607,15608,111.111.11.15618,44092,1-1000015607,TRUE,TRUE,FALSE,36,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015608,15609,111.111.11.15619,44092,1-1000015608,TRUE,TRUE,FALSE,28,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015609,15610,111.111.11.15620,44092,1-1000015609,TRUE,FALSE,FALSE,69,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015610,15611,111.111.11.15621,44092,1-1000015610,FALSE,TRUE,TRUE,55,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015611,15612,111.111.11.15622,44092,1-1000015611,TRUE,TRUE,FALSE,75,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015612,15613,111.111.11.15623,44092,1-1000015612,TRUE,TRUE,FALSE,68,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015613,15614,111.111.11.15624,44092,1-1000015613,FALSE,TRUE,TRUE,73,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015614,15615,111.111.11.15625,44092,1-1000015614,TRUE,FALSE,TRUE,65,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015615,15616,111.111.11.15626,44092,1-1000015615,TRUE,FALSE,FALSE,9,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015616,15617,111.111.11.15627,44092,1-1000015616,TRUE,FALSE,FALSE,71,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015617,15618,111.111.11.15628,44092,1-1000015617,FALSE,FALSE,TRUE,61,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015618,15619,111.111.11.15629,44092,1-1000015618,FALSE,TRUE,TRUE,2,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015619,15620,111.111.11.15630,44092,1-1000015619,FALSE,FALSE,FALSE,6,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015620,15621,111.111.11.15631,44092,1-1000015620,TRUE,TRUE,FALSE,9,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015621,15622,111.111.11.15632,44092,1-1000015621,FALSE,TRUE,TRUE,85,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015622,15623,111.111.11.15633,44092,1-1000015622,TRUE,FALSE,TRUE,74,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015623,15624,111.111.11.15634,44092,1-1000015623,TRUE,FALSE,FALSE,20,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015624,15625,111.111.11.15635,44092,1-1000015624,TRUE,TRUE,FALSE,9,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015625,15626,111.111.11.15636,44092,1-1000015625,FALSE,TRUE,TRUE,91,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015626,15627,111.111.11.15637,44092,1-1000015626,FALSE,TRUE,TRUE,83,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015627,15628,111.111.11.15638,44092,1-1000015627,FALSE,FALSE,TRUE,14,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015628,15629,111.111.11.15639,44092,1-1000015628,FALSE,TRUE,TRUE,88,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015629,15630,111.111.11.15640,44092,1-1000015629,TRUE,TRUE,FALSE,79,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015630,15631,111.111.11.15641,44092,1-1000015630,FALSE,FALSE,FALSE,44,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015631,15632,111.111.11.15642,44092,1-1000015631,FALSE,FALSE,FALSE,18,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015632,15633,111.111.11.15643,44092,1-1000015632,FALSE,FALSE,TRUE,43,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015633,15634,111.111.11.15644,44092,1-1000015633,TRUE,FALSE,TRUE,0,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015634,15635,111.111.11.15645,44092,1-1000015634,FALSE,TRUE,FALSE,61,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015635,15636,111.111.11.15646,44092,1-1000015635,TRUE,TRUE,TRUE,88,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015636,15637,111.111.11.15647,44092,1-1000015636,FALSE,TRUE,FALSE,4,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015637,15638,111.111.11.15648,44092,1-1000015637,FALSE,TRUE,FALSE,27,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015638,15639,111.111.11.15649,44092,1-1000015638,TRUE,FALSE,FALSE,85,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015639,15640,111.111.11.15650,44092,1-1000015639,FALSE,FALSE,TRUE,70,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015640,15641,111.111.11.15651,44092,1-1000015640,FALSE,FALSE,TRUE,64,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015641,15642,111.111.11.15652,44092,1-1000015641,TRUE,TRUE,TRUE,3,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015642,15643,111.111.11.15653,44092,1-1000015642,FALSE,TRUE,TRUE,63,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015643,15644,111.111.11.15654,44092,1-1000015643,TRUE,TRUE,TRUE,4,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015644,15645,111.111.11.15655,44092,1-1000015644,FALSE,TRUE,FALSE,21,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015645,15646,111.111.11.15656,44092,1-1000015645,FALSE,TRUE,FALSE,38,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015646,15647,111.111.11.15657,44092,1-1000015646,FALSE,FALSE,FALSE,93,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015647,15648,111.111.11.15658,44092,1-1000015647,FALSE,FALSE,TRUE,20,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015648,15649,111.111.11.15659,44092,1-1000015648,FALSE,TRUE,FALSE,42,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015649,15650,111.111.11.15660,44092,1-1000015649,TRUE,TRUE,TRUE,66,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015650,15651,111.111.11.15661,44092,1-1000015650,FALSE,TRUE,TRUE,77,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015651,15652,111.111.11.15662,44092,1-1000015651,TRUE,TRUE,FALSE,28,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015652,15653,111.111.11.15663,44092,1-1000015652,FALSE,FALSE,FALSE,40,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015653,15654,111.111.11.15664,44092,1-1000015653,FALSE,TRUE,TRUE,89,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015654,15655,111.111.11.15665,44092,1-1000015654,TRUE,FALSE,TRUE,31,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015655,15656,111.111.11.15666,44092,1-1000015655,TRUE,TRUE,FALSE,33,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015656,15657,111.111.11.15667,44092,1-1000015656,FALSE,TRUE,TRUE,90,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015657,15658,111.111.11.15668,44092,1-1000015657,FALSE,TRUE,TRUE,33,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015658,15659,111.111.11.15669,44092,1-1000015658,FALSE,FALSE,FALSE,5,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015659,15660,111.111.11.15670,44092,1-1000015659,FALSE,TRUE,TRUE,82,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015660,15661,111.111.11.15671,44092,1-1000015660,TRUE,FALSE,TRUE,44,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015661,15662,111.111.11.15672,44092,1-1000015661,FALSE,FALSE,FALSE,60,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015662,15663,111.111.11.15673,44092,1-1000015662,TRUE,TRUE,FALSE,18,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015663,15664,111.111.11.15674,44092,1-1000015663,FALSE,TRUE,FALSE,22,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015664,15665,111.111.11.15675,44092,1-1000015664,FALSE,FALSE,TRUE,57,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015665,15666,111.111.11.15676,44092,1-1000015665,FALSE,FALSE,FALSE,51,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015666,15667,111.111.11.15677,44092,1-1000015666,TRUE,TRUE,FALSE,77,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015667,15668,111.111.11.15678,44092,1-1000015667,TRUE,TRUE,TRUE,55,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015668,15669,111.111.11.15679,44092,1-1000015668,FALSE,TRUE,TRUE,87,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015669,15670,111.111.11.15680,44092,1-1000015669,TRUE,FALSE,TRUE,24,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015670,15671,111.111.11.15681,44092,1-1000015670,TRUE,FALSE,TRUE,40,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015671,15672,111.111.11.15682,44092,1-1000015671,FALSE,FALSE,FALSE,6,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015672,15673,111.111.11.15683,44092,1-1000015672,FALSE,FALSE,FALSE,77,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015673,15674,111.111.11.15684,44092,1-1000015673,TRUE,FALSE,TRUE,17,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015674,15675,111.111.11.15685,44092,1-1000015674,FALSE,TRUE,TRUE,69,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015675,15676,111.111.11.15686,44092,1-1000015675,TRUE,FALSE,FALSE,23,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015676,15677,111.111.11.15687,44092,1-1000015676,FALSE,FALSE,FALSE,70,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015677,15678,111.111.11.15688,44092,1-1000015677,TRUE,FALSE,FALSE,76,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015678,15679,111.111.11.15689,44092,1-1000015678,FALSE,FALSE,TRUE,40,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015679,15680,111.111.11.15690,44092,1-1000015679,FALSE,FALSE,FALSE,19,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015680,15681,111.111.11.15691,44092,1-1000015680,FALSE,TRUE,FALSE,21,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015681,15682,111.111.11.15692,44092,1-1000015681,FALSE,TRUE,TRUE,97,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015682,15683,111.111.11.15693,44092,1-1000015682,FALSE,TRUE,FALSE,10,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015683,15684,111.111.11.15694,44092,1-1000015683,FALSE,TRUE,FALSE,36,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015684,15685,111.111.11.15695,44092,1-1000015684,FALSE,FALSE,FALSE,45,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015685,15686,111.111.11.15696,44092,1-1000015685,TRUE,TRUE,TRUE,85,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015686,15687,111.111.11.15697,44092,1-1000015686,FALSE,FALSE,TRUE,31,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015687,15688,111.111.11.15698,44092,1-1000015687,TRUE,FALSE,TRUE,84,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015688,15689,111.111.11.15699,44092,1-1000015688,TRUE,FALSE,TRUE,65,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015689,15690,111.111.11.15700,44092,1-1000015689,TRUE,TRUE,FALSE,82,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015690,15691,111.111.11.15701,44092,1-1000015690,TRUE,TRUE,FALSE,100,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015691,15692,111.111.11.15702,44092,1-1000015691,FALSE,FALSE,FALSE,61,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015692,15693,111.111.11.15703,44092,1-1000015692,FALSE,FALSE,FALSE,23,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015693,15694,111.111.11.15704,44092,1-1000015693,TRUE,FALSE,TRUE,3,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015694,15695,111.111.11.15705,44092,1-1000015694,FALSE,FALSE,FALSE,23,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015695,15696,111.111.11.15706,44092,1-1000015695,TRUE,TRUE,FALSE,57,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015696,15697,111.111.11.15707,44092,1-1000015696,FALSE,FALSE,TRUE,12,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015697,15698,111.111.11.15708,44092,1-1000015697,FALSE,FALSE,FALSE,24,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015698,15699,111.111.11.15709,44092,1-1000015698,TRUE,FALSE,TRUE,8,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015699,15700,111.111.11.15710,44092,1-1000015699,FALSE,TRUE,TRUE,97,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015700,15701,111.111.11.15711,44092,1-1000015700,TRUE,TRUE,FALSE,81,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015701,15702,111.111.11.15712,44092,1-1000015701,FALSE,TRUE,FALSE,58,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015702,15703,111.111.11.15713,44092,1-1000015702,TRUE,TRUE,TRUE,73,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015703,15704,111.111.11.15714,44092,1-1000015703,FALSE,TRUE,TRUE,30,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015704,15705,111.111.11.15715,44092,1-1000015704,TRUE,FALSE,FALSE,35,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015705,15706,111.111.11.15716,44092,1-1000015705,FALSE,TRUE,FALSE,55,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015706,15707,111.111.11.15717,44092,1-1000015706,FALSE,FALSE,FALSE,49,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015707,15708,111.111.11.15718,44092,1-1000015707,FALSE,TRUE,FALSE,56,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015708,15709,111.111.11.15719,44092,1-1000015708,TRUE,TRUE,FALSE,23,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015709,15710,111.111.11.15720,44092,1-1000015709,TRUE,FALSE,FALSE,35,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015710,15711,111.111.11.15721,44092,1-1000015710,FALSE,FALSE,FALSE,75,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015711,15712,111.111.11.15722,44092,1-1000015711,TRUE,FALSE,TRUE,21,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015712,15713,111.111.11.15723,44092,1-1000015712,FALSE,TRUE,TRUE,66,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015713,15714,111.111.11.15724,44092,1-1000015713,FALSE,TRUE,FALSE,79,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015714,15715,111.111.11.15725,44092,1-1000015714,TRUE,TRUE,FALSE,24,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015715,15716,111.111.11.15726,44092,1-1000015715,TRUE,FALSE,FALSE,37,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015716,15717,111.111.11.15727,44092,1-1000015716,FALSE,FALSE,TRUE,54,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015717,15718,111.111.11.15728,44092,1-1000015717,FALSE,FALSE,TRUE,95,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015718,15719,111.111.11.15729,44092,1-1000015718,FALSE,TRUE,FALSE,67,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015719,15720,111.111.11.15730,44092,1-1000015719,TRUE,FALSE,FALSE,20,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015720,15721,111.111.11.15731,44092,1-1000015720,FALSE,TRUE,FALSE,4,3,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015721,15722,111.111.11.15732,44092,1-1000015721,FALSE,TRUE,TRUE,94,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015722,15723,111.111.11.15733,44092,1-1000015722,FALSE,FALSE,TRUE,6,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015723,15724,111.111.11.15734,44092,1-1000015723,TRUE,TRUE,TRUE,18,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015724,15725,111.111.11.15735,44092,1-1000015724,FALSE,TRUE,FALSE,51,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015725,15726,111.111.11.15736,44092,1-1000015725,TRUE,FALSE,TRUE,98,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015726,15727,111.111.11.15737,44092,1-1000015726,TRUE,FALSE,FALSE,69,2,More than 40 Residents,,Devices adequate,Two or more current devices,Has less than three devices,Enough devices,Ineligible,0
140015727,15728,111.111.11.15738,44092,1-1000015727,TRUE,FALSE,TRUE,1,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015728,15729,111.111.11.15739,44092,1-1000015728,TRUE,FALSE,TRUE,55,1,More than 40 Residents,,Devices adequate,Only one Current Device,,,Priority One,1
140015729,15730,111.111.11.15740,44092,1-1000015729,TRUE,TRUE,FALSE,18,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015730,15731,111.111.11.15741,44092,1-1000015730,TRUE,FALSE,FALSE,57,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015731,15732,111.111.11.15742,44092,1-1000015731,FALSE,FALSE,FALSE,19,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015732,15733,111.111.11.15743,44092,1-1000015732,FALSE,FALSE,TRUE,76,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015733,15734,111.111.11.15744,44092,1-1000015733,FALSE,TRUE,FALSE,64,3,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015734,15735,111.111.11.15745,44092,1-1000015734,TRUE,FALSE,TRUE,100,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015735,15736,111.111.11.15746,44092,1-1000015735,TRUE,FALSE,FALSE,4,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015736,15737,111.111.11.15747,44092,1-1000015736,TRUE,FALSE,FALSE,89,4,More than 40 Residents,,Devices adequate,Two or more current devices,Has more than three devices,,Ineligible,0
140015737,15738,111.111.11.15748,44092,1-1000015737,FALSE,TRUE,TRUE,1,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015738,15739,111.111.11.15749,44092,1-1000015738,TRUE,FALSE,TRUE,23,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015739,15740,111.111.11.15750,44092,1-1000015739,FALSE,FALSE,FALSE,22,0,Less than 40 Residents,No current devices,,,,,Priority One,1
140015740,15741,111.111.11.15751,44092,1-1000015740,FALSE,TRUE,TRUE,29,1,Less than 40 Residents,,Devices adequate,,Has less than two devices,Enough devices,Ineligible,0
140015741,15742,111.111.11.15752,44092,1-1000015741,TRUE,TRUE,TRUE,63,0,More than 40 Residents,No current devices,,,,,Priority One,2
140015742,15743,111.111.11.15753,44092,1-1000015742,TRUE,TRUE,TRUE,39,4,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
140015743,15744,111.111.11.15754,44092,1-1000015743,FALSE,FALSE,FALSE,15,2,Less than 40 Residents,,Devices adequate,,Has more than two devices,,Ineligible,0
